Candidate,Party,Status,State,Constituency,Age,Gender
Dr. A. Parthasarathy,Independent,Accepted,Tamil Nadu ,Sivaganga,42,male
GANESAN M,Independent,Withdrawn,Tamil Nadu ,Sankarankovil,36,male
Munivel.S,National Democratic Party of South India,Accepted,Tamil Nadu ,Arcot,45,male
RAMAMOORTHI K,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Vilathikulam,56,male
MADHU BHARATHI,Independent,Accepted,Tamil Nadu ,Periyakulam,29,female
PANDI  K.,Independent,Accepted,Tamil Nadu ,Melur,56,male
Ramagunaseelan,Independent,Accepted,Tamil Nadu ,Thoothukkudi,67,male
KRM.Adhidravidar,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Gandarvakkottai,71,male
DILIP KUMAR JATUA,Bharatiya Janata Party,Accepted,West Bengal ,Mandirbazar,51,male
UMANATH R,United States of India Party,Accepted,Tamil Nadu ,Palladam,36,male
A. GNANASUNDARI,Dravida Munnetra Kazhagam,Rejected,Puducherry ,THIRUBHUVANAI,57,female
VEERAKUMAR.T,Independent,Accepted,Tamil Nadu ,Karur,29,male
V.TAMILSELVI,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Salem (South),26,female
"BARATHISEKAR, S.",Desiya Makkal Sakthi Katchi,Rejected,Tamil Nadu ,Papanasam,61,female
HEMANGA THAKURIA,Bharatiya Janata Party,Accepted,Assam ,PALASBARI   ,44,male
KARAMANA JAYAN,Bharatiya Janata Party,Accepted,Kerala ,PARASSALA,56,male
"SATHISHKUMAR, V.",Independent,Accepted,Tamil Nadu ,Sankari,35,male
ASHARAF VADAKKOOT,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Kerala ,GURUVAYOOR,50,male
Ancy George,Bahujan Samaj Party,Accepted,Kerala ,POONJAR,52,female
Thangaraj.S,Independent,Accepted,Tamil Nadu ,Sivakasi,65,male
P.MUTHUKUMAR,Anaithu Makkal Puratchi Katchi,Rejected,Tamil Nadu ,Bodinayakanur,37,male
G.MANIMEGALAI,Communist Party of India  (Marxist-Leninist)  (Liberation),Accepted,Tamil Nadu ,Alangudi,43,female
S.PURACHIBALAN,Anna Dravidar Kazhagam,Accepted,Tamil Nadu ,Thirumayam,67,male
MUNIYANDI,Independent,Accepted,Tamil Nadu ,Chepauk-Thiruvallikeni,55,male
MINTU MISTRI,Bahujan Samaj Party,Accepted,West Bengal ,Raidighi,43,male
Elumalai T.A.,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Poonamallee,54,male
KARTHIKEYAN N,Independent,Accepted,Tamil Nadu ,Paramathi-Velur,38,male
A.Joshva,Independent,Accepted,Tamil Nadu ,Thiruporur,52,male
RAJA .S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Palayamkottai,42,male
Sivakumari. T,Independent,Accepted,Tamil Nadu ,Bhuvanagiri,43,female
SUDHARSANAN. D,Independent,Accepted,Tamil Nadu ,Madavaram,26,male
RANGJA KHUNGUR BASUMATARY,Bodoland Peoples Front,Accepted,Assam ,TAMULPUR   ,45,male
NEVALINATHAN N,Independent,Withdrawn,Tamil Nadu ,Viralimalai,41,male
MILAN DHUM,Independent,Accepted,West Bengal ,Falta,39,male
R.Kathiravan,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Arcot,29,male
Venkatesan P,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Vandavasi,50,male
ANNAMALAI. K,Bharatiya Janata Party,Rejected,Tamil Nadu ,Aravakurichi,36,male
J.Venkatesan,Desiya Murpokku Dravida Kazhagam,Rejected,Tamil Nadu ,Nilakkottai,36,male
RAJA MOHAMED,Independent,Accepted,Tamil Nadu ,Bodinayakanur,36,male
M.MURUGAN,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Mudhukulathur,49,male
BALAJICHEZHIAN P,Independent,Accepted,Tamil Nadu ,Tiruchengodu,36,male
VENGADESHWARAN,Bahujan Samaj Party,Accepted,Tamil Nadu ,Pudukkottai,26,male
A. PRABATH,Independent,Withdrawn,Puducherry ,THIRUBHUVANAI,31,male
D.JAGADESH,Independent,Rejected,Tamil Nadu ,Mettur,42,male
ABDUL AZEEZ,Independent,Withdrawn,Kerala ,KASARAGOD,53,male
SIVAKUMAR C,Pattali Makkal Katchi,Rejected,Tamil Nadu ,Mailam,47,male
S.KASTHURI,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Thiruvottiyur,46,female
V. Ravikumar,Akhil Bharat Hindu Mahasabha,Withdrawn,Tamil Nadu ,Anna Nagar,49,male
JOTHILAKSHMI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Rejected,Kerala ,ANGAMALY,49,female
G.V.Mani Ayyar,Akhil Bharat Hindu Mahasabha,Rejected,Tamil Nadu ,Singanallur,62,male
VIJAY A,Anna Dravidar Kazhagam,Accepted,Tamil Nadu ,Viralimalai,38,male
ALAGANATHAN. B,Independent,Accepted,Tamil Nadu ,Saidapet,41,male
ABILAZAN.N,Independent,Accepted,Tamil Nadu ,Karur,32,male
SIVASANKARI S,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Thiyagarayanagar,33,female
JAYALAKSHMI.S.E,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Tiruppur (North),42,female
GANESH VADERI,Welfare Party Of India,Accepted,Kerala ,PONNANI,49,male
VIJAYADHARANI S,Indian National Congress,Accepted,Tamil Nadu ,Vilavancode,51,female
Paban Mazumder,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Pandua,43,male
"KANNAIYAN, N.",Independent,Accepted,Tamil Nadu ,Thiruvidaimarudur,64,male
APPATHURAI N.R,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Coimbatore (North),70,male
R.RADHAKRISHNAN,Independent,Rejected,Tamil Nadu ,Mettur,45,male
M. MANIKANDAN,Amma Makkal Munnettra Kazagam,Accepted,Puducherry ,MUDALIARPET,27,male
E. SREEDHARAN,Bharatiya Janata Party,Accepted,Kerala ,PALAKKAD,88,male
C.K. UMMER MASTER,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Puducherry ,MAHE,72,male
A.SEETHA,Bahujan Dravida Party,Accepted,Tamil Nadu ,Kolathur,47,male
BABU RAO K.G,Desiya Murpokku Dravida Kazhagam,Rejected,Tamil Nadu ,Gummidipoondi,56,male
G.RAMACHANDRAN,Independent,Accepted,Tamil Nadu ,Aruppukkottai,41,male
VEDHA MUKUNDHAN,Independent,Accepted,Tamil Nadu ,Kilvelur,46,male
SAMINATHAN.M.P,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kangayam,57,male
"KATHIRAVAN, C.",Independent,Accepted,Tamil Nadu ,Kunnam,49,male
A Pandi,Independent,Rejected,Tamil Nadu ,Karaikudi,47,male
"S ELUMALAI, M.A",Independent,Accepted,Puducherry ,NELLITHOPE,63,male
LAWRENCE ISLARY,"United People’s Party, Liberal",Accepted,Assam ,KOKRAJHAR EAST,44,male
S.GUNASEKARAN,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Andipatti,32,male
SAVARIANANDHAM V,Bahujan Samaj Party,Accepted,Tamil Nadu ,Ariyalur,44,male
Radhakrishnan,Indian National Congress,Accepted,Tamil Nadu ,Vriddhachalam,53,male
"KARUTHAPANDIAN, S.",Independent,Accepted,Tamil Nadu ,Sattur,48,male
BHARANEESWARAN R,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Thiyagarayanagar,40,male
GOPALAKRISHNAN.N,Independent,Accepted,Tamil Nadu ,Chengalpattu,49,male
N.Thangaraj,Makkal Munnetra Peravai,Accepted,Tamil Nadu ,Kilpennathur,52,male
MOHIBUL ISLAM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Assam ,GOALPARA WEST   ,45,male
SOURAV ROY,Communist Party of India  (Marxist-Leninist)  (Liberation),Accepted,West Bengal ,Uttarpara,29,male
K Damodharan,Communist Party of India  (Marxist),Rejected,Kerala ,KOZHIKODE NORTH,63,male
V. SELVAM,Pattali Makkal Katchi,Rejected,Tamil Nadu ,Pennagaram,56,male
SANKAR CHANDRA DAS,Bharatiya Janata Party,Accepted,Assam ,SORBHOG   ,73,male
Chinnappan,Independent,Withdrawn,Tamil Nadu ,Vriddhachalam,61,male
SUJATA MONDAL,All India Trinamool Congress,Accepted,West Bengal ,Arambag,34,female
T. Veeramani,Independent,Accepted,Tamil Nadu ,Vriddhachalam,31,male
D.GNANAMOORTHY,Independent,Accepted,Tamil Nadu ,Kancheepuram,50,male
V.JAYAPRAKASH,My India Party,Accepted,Tamil Nadu ,Ramanathapuram,48,male
N.V.THOMAS,Bahujan Samaj Party,Accepted,Tamil Nadu ,Omalur,49,male
R.LOGESH,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Shozhinganallur,29,male
D.R.YAMINI NACHIAR,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kadayanallur,28,female
THIRUMURUGAN G,Independent,Accepted,Tamil Nadu ,Tiruchuli,36,male
KRISHNAKUMAR. G,Independent,Accepted,Tamil Nadu ,Harbour,35,male
B GNANAOLY,Makkal Needhi Maiam,Accepted,Puducherry ,NETTAPAKKAM,26,male
APPATHURAI N.R,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Coimbatore (North),70,male
MADASAMY.A,Independent,Accepted,Tamil Nadu ,Tenkasi,34,male
SUNIL KUMAR K,Independent,Withdrawn,Tamil Nadu ,Hosur,38,male
ABDUL RAHEEM. S,Independent,Rejected,Kerala ,MALAMPUZHA,39,male
KANNAN. A.,Independent,Withdrawn,Tamil Nadu ,Tiruppur (South),39,male
Elaiyaperumal.K,Independent,Rejected,Tamil Nadu ,Kallakurichi,45,male
BASKAR K,Desiya Sirupanmayinar Makkal Iyakkam,Rejected,Tamil Nadu ,Vikravandi,31,male
DEEPA,My India Party,Accepted,Tamil Nadu ,Ulundurpettai,30,female
Adv. R. SAJILAL,Communist Party of India,Accepted,Kerala ,HARIPAD,43,male
SATHYAMOORTHI.S,Independent,Accepted,Tamil Nadu ,Kangayam,34,male
M.KARUPPASAMY,Puthiya Tamilagam,Accepted,Tamil Nadu ,Aruppukkottai,43,male
VELAYUDHAN.V.K,Independent,Accepted,Kerala ,KUNNATHUNAD ,48,male
Pandiarajan.S,Independent,Accepted,Tamil Nadu ,Sivakasi,43,male
SHANMUGAM.P.,Pattali Makkal Katchi,Rejected,Tamil Nadu ,Dharmapuri,51,male
DR. SUDIPTO ROY,All India Trinamool Congress,Accepted,West Bengal ,Sreerampur,72,male
A. Kingsly Gerald,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Nagapattinam,44,male
"PRABAKARAN,  R.",Makkal Needhi Maiam,Accepted,Tamil Nadu ,Tittakudi,33,male
S.M.Murugesan,Desiya Murpokku Dravida Kazhagam,Accepted,Tamil Nadu ,Veppanahalli,54,male
SK SABBIR AHMED,Rashtriya Secular Majlis Party,Accepted,West Bengal ,Jagatballavpur,45,male
MAHARAJAN M,All India People Development Party,Withdrawn,Tamil Nadu ,Srivaikuntam,32,male
KALIPADA NASKAR,Bharatiya Janata Party,Accepted,West Bengal ,Canning Purba,37,male
Sivasubramaniyan S,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Erode (West),50,male
M. SIKKANTHAR  BATSHA,Naam Tamilar Katchi,Accepted,Puducherry ,THIRUNALLAR,44,male
MUNUSAMY. M,Independent,Withdrawn,Tamil Nadu ,Polur,73,male
SELVA KUMAR D,Independent,Accepted,Tamil Nadu ,Sulur,59,male
MANIKANDAN.R,Independent,Accepted,Tamil Nadu ,Kangayam,51,male
VENKATESH. K,Independent,Accepted,Tamil Nadu ,Saidapet,28,male
CHITRA,Naam Tamilar Katchi,Accepted,Puducherry ,MANNADIPET,36,female
BASKARAN K,Desiya Murpokku Dravida Kazhagam,Rejected,Tamil Nadu ,Mailam,33,male
KALAISELVI G,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Valparai,52,female
P. ANGALANE,Independent,Accepted,Puducherry ,THIRUBHUVANAI,52,male
ULLAS KOVOOR,Revolutionary Socialist Party,Accepted,Kerala ,KUNNATHUR ,42,male
M.KATHAVARAYAN,Independent,Accepted,Tamil Nadu ,Kumarapalayam,64,male
SIVARATHNAN ALATHI,Independent,Accepted,Kerala ,NATTIKA,56,male
M.Sathish Kumar,Independent,Rejected,Tamil Nadu ,Arcot,46,male
Vijayakumari,Amma Makkal Munnettra Kazagam,Withdrawn,Tamil Nadu ,Vandavasi,34,female
AUSTIN S.,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Kanniyakumari,62,male
THACHANAMOORTHE M,Independent,Withdrawn,Tamil Nadu ,Mettuppalayam,27,male
T.K. BOSE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,MALAPPURAM,60,male
RAJENDRANATHAN,Desiya Murpokku Dravida Kazhagam,Accepted,Tamil Nadu ,Alangulam,56,male
Ayathil Riyas,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Kerala ,ERAVIPURAM,38,male
BABY.S,Pattali Makkal Katchi,Accepted,Tamil Nadu ,Mettur,47,female
MARIMUTHU K,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Rajapalayam,39,male
J.Jesu Rajendran,Naam Indiar Party,Accepted,Tamil Nadu ,Radhapuram,43,male
RAJINI VR,Naadaalum Makkal Katchi,Accepted,Tamil Nadu ,Tirukkoyilur,44,male
M.ELANGOVAN,Independent,Accepted,Tamil Nadu ,Kancheepuram,37,male
KUMARASAMY.R,Independent,Accepted,Tamil Nadu ,Anthiyur,47,male
ASADUL ISLAM,Bharatiya Janata Party,Accepted,Assam ,SALMARA SOUTH,50,male
V V RAMESHAN,Communist Party of India  (Marxist),Accepted,Kerala ,MANJESHWAR,54,male
Dr. MASILAMANI R,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Mailam,70,male
C.PARAMASIVAM,Independent,Accepted,Tamil Nadu ,Tiruppattur,48,male
"KUMUTHA, R.",Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Srivilliputhur,26,female
C.GANESAN,Makkal Needhi Maiam,Rejected,Tamil Nadu ,Ambasamudram,48,male
M K ASLAM,Welfare Party Of India,Accepted,Kerala ,KAIPAMANGALAM,53,male
Subasri,Naam Tamilar Katchi,Accepted,Puducherry ,KADIRGAMAM,40,female
Dr.N. GUNASEKAR,Independent,Accepted,Tamil Nadu ,Egmore,31,male
"ARUL, G.",Independent,Accepted,Tamil Nadu ,Kunnam,39,male
K C  VIKRAMAN,Communist Party of India  (Marxist),Rejected,Kerala ,VATTIYOORKAVU,73,male
AMALRAJ.S,Independent,Accepted,Tamil Nadu ,Maduravoyal,38,male
RAVI.C.V,Independent,Accepted,Tamil Nadu ,Maduravoyal,43,male
MOHANRAJ J,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Cheyyar,30,male
Osman Goni,Bharatiya Janata Party,Accepted,Assam ,JALESWAR   ,47,male
BHARAT LAL DAS,Bahujan Samaj Party,Accepted,West Bengal ,Budge Budge,49,male
JAYAPRAKASH K,Independent,Accepted,Tamil Nadu ,Sankarapuram,41,male
T.Kala,Makkal Munnetra Peravai,Rejected,Tamil Nadu ,Kilpennathur,46,female
T R Radhakrishnan,Communist Party of India,Rejected,Kerala ,OLLUR,68,male
"Kumar,K.",Bahujan Samaj Party,Accepted,Tamil Nadu ,Udumalaipettai,41,male
J.BALAJI,Independent,Accepted,Tamil Nadu ,Sholinghur,27,male
RAJENDRAN.K.,Independent,Accepted,Tamil Nadu ,Dharmapuri,42,male
OVIYAR ANANDH C,Lok Jan Shakti Party,Accepted,Tamil Nadu ,Sankarapuram,40,male
"KALAIVENDAN, A.",Naam Tamilar Katchi,Rejected,Tamil Nadu ,Orathanadu,35,male
D.Ravi,Independent,Accepted,Tamil Nadu ,Thiruporur,47,male
N.Baluswamy,Bahujan Samaj Party,Accepted,Tamil Nadu ,Karaikudi,49,male
PANDI.N,Communist Party of India  (Marxist),Accepted,Tamil Nadu ,Dindigul,63,male
SHINY ANTONY,Twenty 20 Party,Accepted,Kerala ,KOCHI,44,female
V CHOLASOORAN,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Thiruverumbur,40,male
NEHRU @ AYYANAR,Independent,Withdrawn,Puducherry ,ORLEAMPETH,46,male
ANBARASU.D.,Independent,Accepted,Tamil Nadu ,Palacode,28,male
SELVAMANI,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Sriperumbudur,56,female
MUTHUSAMY S,Independent,Accepted,Tamil Nadu ,Namakkal,44,male
V.T.RAJEEV,Independent,Withdrawn,Tamil Nadu ,Tiruchirappalli (East),48,male
K. Vairamani,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Lalgudi,57,male
PALANIKUMAR.A,Independent,Accepted,Tamil Nadu ,Tenkasi,42,male
M.XAVIER JOSEPH KENNEDY,Independent,Accepted,Tamil Nadu ,Natham,54,male
CHANDAN BRAHMA,Bodoland Peoples Front,Accepted,Assam ,SIDLI   ,51,male
K.Manickaraja,Independent,Withdrawn,Tamil Nadu ,Kovilpatti,39,male
Durai. Selvakumar,Independent,Accepted,Tamil Nadu ,Nagapattinam,48,male
RATAN KUMAR CHATTERJEE (R.K.C),Independent,Accepted,West Bengal ,Chandannagar,52,male
SURESH BABU. T,Independent,Accepted,Tamil Nadu ,Cheyyar,30,male
RAJESWARI.A,Indiya Jananayaka Katchi,Rejected,Tamil Nadu ,Gangavalli,26,female
B. GOPINATH,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Kancheepuram,38,male
SHAJU PALIYODU,Independent,Accepted,Kerala ,PARASSALA,45,male
ROMEN CHANDRA BORTHAKUR,Indian National Congress,Accepted,Assam ,JALUKBARI   ,59,male
SHAFI PARAMBIL,Indian National Congress,Accepted,Kerala ,PALAKKAD,38,male
K.A Vinod,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,ALAPPUZHA,45,male
KANDHAN,Anaithu Ulaga Tamilargal Munnetra Kalagam,Accepted,Tamil Nadu ,Nanguneri,68,male
JAKIR HUSSAIN SIKDAR,Indian National Congress,Accepted,Assam ,SARUKHETRI   ,40,male
SELVAKUMAR,Independent,Accepted,Tamil Nadu ,Mylapore,48,male
SORNALATHA @ LATHA G,Indiya Jananayaka Katchi,Accepted,Tamil Nadu ,Jayankondam,46,female
TUSAR KUMAR MAJUMDAR,Bharatiya Janata Party,Accepted,West Bengal ,Dhanekhali,41,male
RAJASEKAR M,Independent,Accepted,Tamil Nadu ,Mailam,26,male
"RAGHURAMAN,  A.R.R.",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Sattur,49,male
Panneer Sevlan .N,Independent,Accepted,Tamil Nadu ,Vellore,57,male
EJOUMALE,Amma Makkal Munnettra Kazagam,Accepted,Puducherry ,OZHUKARAI,41,male
"RAJA, V.",Independent,Rejected,Tamil Nadu ,Kumbakonam,41,male
PITCHAIMUTHU. T,Independent,Accepted,Tamil Nadu ,Aravakurichi,45,male
MONOTOSH NASKAR,Bahujan Mukti Party,Accepted,West Bengal ,Joynagar,64,male
AHAMMAD ALI,Independent,Withdrawn,Assam ,GOALPARA WEST   ,54,male
RAMESH.K.K,Independent,Withdrawn,Tamil Nadu ,Madurai South,50,male
DURAISAMY @ CHALLENGER DURAI,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Coimbatore (South),62,male
Mugunthan.S,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Sivakasi,47,male
R.Ramalingam,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Udumalaipettai,57,male
JYOTI PRASAD DAS,Asom Gana Parishad,Accepted,Assam ,BOKO   ,59,male
SHEEBA UNNIKRISHNAN,Bharatiya Janata Party,Accepted,Kerala ,KONDOTTY,42,female
A. ARUNAGIRI,Desiya Murpokku Dravida Kazhagam,Accepted,Puducherry ,MUTHIALPET,43,male
K. GURUNATHAN,Samaniya Makkal Nala Katchi,Accepted,Tamil Nadu ,Manachanallur,39,male
Joshy,Independent,Accepted,Kerala ,IRINJALAKKUDA,47,male
THIRUMURUGAN PALANISAMY K,Puthiya Tamilagam,Accepted,Tamil Nadu ,Tiruchuli,26,male
KRISHNAN ERANHIKAL,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Kerala ,KUNNATHUNAD ,48,male
Durai B,Ganasangam Party of India,Accepted,Tamil Nadu ,Vandavasi,36,male
RANGANATHAN. A,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Sulur,54,male
M.XAVIER JOSEPH KENNEDY,Independent,Rejected,Tamil Nadu ,Natham,54,male
"Nachammal,K.",Anaithu Makkal Arasiyal Katchi,Accepted,Tamil Nadu ,Udumalaipettai,45,female
SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,Accepted,Tamil Nadu ,Uthiramerur,39,male
"MURUGAN, K.R.",Independent,Accepted,Tamil Nadu ,Thiruparankundram,40,male
K. MURUGAN,Amma Makkal Munnettra Kazagam,Accepted,Puducherry ,MUTHIALPET,46,male
PANDURENGAN T,Independent,Accepted,Tamil Nadu ,Virudhunagar,60,male
DR. KALIDAS . P,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Dr.Radhakrishnan Nagar,54,male
SIVASHANMUGAM K,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Aranthangi,69,male
SUSAIAPPAR.A,All India Samathuva Makhal Katchi,Rejected,Tamil Nadu ,Uthiramerur,48,male
MURALI,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Ramanathapuram,30,male
RAVI MUNISWAMY,Independent,Accepted,Tamil Nadu ,Thalli,59,male
MAGESH K,Anna Dravidar Kazhagam,Rejected,Tamil Nadu ,Nannilam,46,male
CHANDRANATHAN S,Independent,Accepted,Tamil Nadu ,Chepauk-Thiruvallikeni,29,male
DR. FARUK AHMED BHUYAN,Independent,Accepted,Assam ,CHAYGAON   ,42,male
T MUNIANDI,Independent,Accepted,Tamil Nadu ,Ambattur,65,male
A.C.Kesavan,Bahujan Samaj Party,Accepted,Tamil Nadu ,Arcot,64,male
K.Karunanithi,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kilpennathur,50,male
PENNARASI M,Independent,Withdrawn,Tamil Nadu ,Thirumangalam,56,female
"RAJKUMAR, R.",Independent,Accepted,Tamil Nadu ,Thiruvaiyaru,26,male
TEKUMUDI VENKATA RAO,Independent,Accepted,Puducherry ,YANAM,55,male
DHARANIDEVI,Independent,Withdrawn,Puducherry ,OZHUKARAI,31,female
SIVASUBRAMANYAN.S.A,Bharatiya Janata Party,Rejected,Tamil Nadu ,Modakkurichi,52,male
DILIP YADAV,All India Trinamool Congress,Accepted,West Bengal ,Pursurah,58,male
BASKAR. M,Independent,Rejected,Tamil Nadu ,Perambur,40,male
Moorthi,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Coimbatore (North),44,male
"RAGHURAMAN,  A.R.R.",Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Sattur,49,male
MURUGAN S,Independent,Accepted,Tamil Nadu ,Mannargudi,31,male
Sathya. C.E,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Madurantakam,57,male
Justin Charles.P,Republican Party of India (Athawale),Accepted,Tamil Nadu ,Tambaram,52,male
SANTANU BAPULI,Bharatiya Janata Party,Accepted,West Bengal ,Raidighi,54,male
VAIKUNDAMARI M,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Ottapidaram,39,male
Jain Mary S,Indian National Congress,Rejected,Tamil Nadu ,Killiyoor,40,female
MANI.P,India Dravida Makkal Munnetra Katchi,Accepted,Tamil Nadu ,Modakkurichi,57,male
MOHANRAJ K,Independent,Accepted,Tamil Nadu ,Gobichettipalayam,26,male
"ANTONY PETER,L.",Independent,Accepted,Tamil Nadu ,Erode (East),49,male
J. JAYARAJ,Independent,Accepted,Tamil Nadu ,Kancheepuram,36,male
MURUGAN.R,Anaithu Makkal Puratchi Katchi,Accepted,Tamil Nadu ,Pappireddipatti,44,male
KATHIRVEL.M,Desiya Murpokku Dravida Kazhagam,Accepted,Tamil Nadu ,Krishnarayapuram,44,male
K M SHARIFF,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Thousand Lights,55,male
MARUTHASALAM V,Independent,Accepted,Tamil Nadu ,Palladam,39,male
SELVAKUMAR R,Independent,Withdrawn,Tamil Nadu ,Gobichettipalayam,45,male
M. Veriyandi,Anna MGR Dravida Makkal Kalgam,Accepted,Tamil Nadu ,Anna Nagar,36,male
"NALLATHAMBI,A.",All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Gangavalli,56,male
PALANIMURUGAN.P,Independent,Accepted,Tamil Nadu ,Tenkasi,44,male
V.Balasubramani,Independent,Accepted,Tamil Nadu ,Nilakkottai,53,male
M.ATHAM BASHA,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Ranipet,55,male
Girindra Nath Barman,All India Trinamool Congress,Applied,West Bengal ,Mathabhanga,66,male
"Dr.JAWAHIRULLAH, M.H.",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Papanasam,61,male
RAMESH.C,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Kangayam,42,male
THATHANKODU KANNAN,Independent,Accepted,Kerala ,NEDUMANGAD,42,male
KARUPPU RAJA M,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Paramakudi,29,male
N.RAMAKRISHNAN,Naam Indiar Party,Rejected,Tamil Nadu ,Ambasamudram,30,male
"SATHIK BASHA, A.S.",Makkal Needhi Maiam,Accepted,Tamil Nadu ,Kunnam,48,male
A. ANANDAN,Independent,Accepted,Tamil Nadu ,Kattumannarkoil,43,male
B.Vanitha,Puthiya Tamilagam,Accepted,Tamil Nadu ,Karaikudi,36,female
MANIMEGALAI R,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Ponneri,33,female
VIJAYALAKSHMI B,India Dravida Makkal Munnetra Katchi,Rejected,Tamil Nadu ,Valparai,31,female
Latha Ramanah,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Thiruvallur,49,female
RAJENDRAN L,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Chepauk-Thiruvallikeni,58,male
Anbazhagan.G,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Kinathukadavu,38,male
C Sathyapalan,Communist Party of India  (Marxist),Rejected,Kerala ,PAYYANNUR,49,male
JAYANTHI. Y,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Perambur,33,female
DEEPAK RAM,Independent,Accepted,West Bengal ,Falta,26,male
SARATHA T,Independent,Accepted,Tamil Nadu ,Palladam,30,female
THENMALAR M,Independent,Withdrawn,Tamil Nadu ,Sivakasi,46,female
MAYILSAMY G,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Palladam,66,male
DHARMAR  P.,Independent,Accepted,Tamil Nadu ,Melur,38,male
KOTHANDAPANI. K,Independent,Accepted,Tamil Nadu ,Saidapet,45,male
J. Kathirvel,Pattali Makkal Katchi,Withdrawn,Puducherry ,THATTANCHAVADY,37,male
MURUGAIYAN M,Communist Party of India  (Marxist),Rejected,Tamil Nadu ,Kilvelur,59,male
SIVA.PANJAVARNAM,Bahujan Samaj Party,Accepted,Tamil Nadu ,Tirukkoyilur,40,male
Kanagapriya.R,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Sivakasi,27,female
P.MALAICHAMY,Independent,Rejected,Tamil Nadu ,Ramanathapuram,29,male
